id,date,store_nbr,family,sales,onpromotion
5622,1/4/2013,17,FROZEN FOODS,23,0
5655,1/4/2013,18,FROZEN FOODS,58.437,0
5688,1/4/2013,19,FROZEN FOODS,11,0
5721,1/4/2013,2,FROZEN FOODS,75.62,0
5754,1/4/2013,20,FROZEN FOODS,0,0
5787,1/4/2013,21,FROZEN FOODS,0,0
5820,1/4/2013,22,FROZEN FOODS,0,0
5853,1/4/2013,23,FROZEN FOODS,59.764,0
5886,1/4/2013,24,FROZEN FOODS,93.772,0
5919,1/4/2013,25,FROZEN FOODS,64.318,0
5952,1/4/2013,26,FROZEN FOODS,33.591,0
5985,1/4/2013,27,FROZEN FOODS,48.416,0
6018,1/4/2013,28,FROZEN FOODS,73.858,0
6051,1/4/2013,29,FROZEN FOODS,0,0
6084,1/4/2013,3,FROZEN FOODS,274.515,0
6117,1/4/2013,30,FROZEN FOODS,8,0
6150,1/4/2013,31,FROZEN FOODS,18.582,0
6183,1/4/2013,32,FROZEN FOODS,26.334,0
6216,1/4/2013,33,FROZEN FOODS,15,0
6249,1/4/2013,34,FROZEN FOODS,24.366001,0
6282,1/4/2013,35,FROZEN FOODS,22.359001,0
6315,1/4/2013,36,FROZEN FOODS,0,0
6348,1/4/2013,37,FROZEN FOODS,154.411,0
6381,1/4/2013,38,FROZEN FOODS,196.518,0
6414,1/4/2013,39,FROZEN FOODS,37.92,0
6447,1/4/2013,4,FROZEN FOODS,126.086,0
6480,1/4/2013,40,FROZEN FOODS,23.646,0
6513,1/4/2013,41,FROZEN FOODS,74.626,0
6546,1/4/2013,42,FROZEN FOODS,0,0
6579,1/4/2013,43,FROZEN FOODS,6,0
6612,1/4/2013,44,FROZEN FOODS,387.549,0
6645,1/4/2013,45,FROZEN FOODS,381.57,0
6678,1/4/2013,46,FROZEN FOODS,251.841,0
6711,1/4/2013,47,FROZEN FOODS,274.918,0
6744,1/4/2013,48,FROZEN FOODS,236.255,0
6777,1/4/2013,49,FROZEN FOODS,202,0
6810,1/4/2013,5,FROZEN FOODS,121.182,0
6843,1/4/2013,50,FROZEN FOODS,123.473,0
6876,1/4/2013,51,FROZEN FOODS,194.894,0
6909,1/4/2013,52,FROZEN FOODS,0,0
6942,1/4/2013,53,FROZEN FOODS,0,0
6975,1/4/2013,54,FROZEN FOODS,4,0
7008,1/4/2013,6,FROZEN FOODS,184.62,0
7041,1/4/2013,7,FROZEN FOODS,152.17,0
7074,1/4/2013,8,FROZEN FOODS,189.176,0
7107,1/4/2013,9,FROZEN FOODS,3.4840002,0
7140,1/5/2013,1,FROZEN FOODS,70,0
7173,1/5/2013,10,FROZEN FOODS,13.891,0
7206,1/5/2013,11,FROZEN FOODS,42.841,0
7239,1/5/2013,12,FROZEN FOODS,49.782,0
7272,1/5/2013,13,FROZEN FOODS,13.291,0
7305,1/5/2013,14,FROZEN FOODS,36.084,0
7338,1/5/2013,15,FROZEN FOODS,18,0
7371,1/5/2013,16,FROZEN FOODS,18,0
7404,1/5/2013,17,FROZEN FOODS,35,0
7437,1/5/2013,18,FROZEN FOODS,44,0
7470,1/5/2013,19,FROZEN FOODS,22,0
7503,1/5/2013,2,FROZEN FOODS,120.491,0
7536,1/5/2013,20,FROZEN FOODS,0,0
7569,1/5/2013,21,FROZEN FOODS,0,0
7602,1/5/2013,22,FROZEN FOODS,0,0
7635,1/5/2013,23,FROZEN FOODS,94.909,0
7668,1/5/2013,24,FROZEN FOODS,157.472,0
7701,1/5/2013,25,FROZEN FOODS,41.995,0
7734,1/5/2013,26,FROZEN FOODS,17,0
7767,1/5/2013,27,FROZEN FOODS,57.598,0
7800,1/5/2013,28,FROZEN FOODS,41.738,0
7833,1/5/2013,29,FROZEN FOODS,0,0
7866,1/5/2013,3,FROZEN FOODS,372.455,0
7899,1/5/2013,30,FROZEN FOODS,7,0
7932,1/5/2013,31,FROZEN FOODS,20.764,0
7965,1/5/2013,32,FROZEN FOODS,2,0
7998,1/5/2013,33,FROZEN FOODS,36.376,0
8031,1/5/2013,34,FROZEN FOODS,24,0
8064,1/5/2013,35,FROZEN FOODS,8,0
8097,1/5/2013,36,FROZEN FOODS,0,0
8130,1/5/2013,37,FROZEN FOODS,196.229,0
8163,1/5/2013,38,FROZEN FOODS,198.712,0
8196,1/5/2013,39,FROZEN FOODS,56,0
8229,1/5/2013,4,FROZEN FOODS,131.384,0
8262,1/5/2013,40,FROZEN FOODS,20.844,0
8295,1/5/2013,41,FROZEN FOODS,58.806,0
8328,1/5/2013,42,FROZEN FOODS,0,0
8361,1/5/2013,43,FROZEN FOODS,23.485,0
8394,1/5/2013,44,FROZEN FOODS,564.298,0
8427,1/5/2013,45,FROZEN FOODS,480.81,0
8460,1/5/2013,46,FROZEN FOODS,402.424,0
8493,1/5/2013,47,FROZEN FOODS,437.174,0
8526,1/5/2013,48,FROZEN FOODS,326.172,0
8559,1/5/2013,49,FROZEN FOODS,237.607,0
8592,1/5/2013,5,FROZEN FOODS,162.91,0
8625,1/5/2013,50,FROZEN FOODS,150,0
8658,1/5/2013,51,FROZEN FOODS,250.791,0
8691,1/5/2013,52,FROZEN FOODS,0,0
8724,1/5/2013,53,FROZEN FOODS,0,0
8757,1/5/2013,54,FROZEN FOODS,7,0
8790,1/5/2013,6,FROZEN FOODS,238.58301,0
8823,1/5/2013,7,FROZEN FOODS,157.929,0
8856,1/5/2013,8,FROZEN FOODS,223.486,0
8889,1/5/2013,9,FROZEN FOODS,92.274,0
8922,1/6/2013,1,FROZEN FOODS,32.73,0
8955,1/6/2013,10,FROZEN FOODS,27.125,0
8988,1/6/2013,11,FROZEN FOODS,50,0
9021,1/6/2013,12,FROZEN FOODS,42.298,0
9054,1/6/2013,13,FROZEN FOODS,15,0
9087,1/6/2013,14,FROZEN FOODS,29.805,0
9120,1/6/2013,15,FROZEN FOODS,21,0
9153,1/6/2013,16,FROZEN FOODS,19,0
9186,1/6/2013,17,FROZEN FOODS,44.309,0
9219,1/6/2013,18,FROZEN FOODS,56.904,0
9252,1/6/2013,19,FROZEN FOODS,14,0
9285,1/6/2013,2,FROZEN FOODS,132.916,0
9318,1/6/2013,20,FROZEN FOODS,0,0
9351,1/6/2013,21,FROZEN FOODS,0,0
9384,1/6/2013,22,FROZEN FOODS,0,0
9417,1/6/2013,23,FROZEN FOODS,77.615,0
9450,1/6/2013,24,FROZEN FOODS,117.281,0
9483,1/6/2013,25,FROZEN FOODS,29.328,0
9516,1/6/2013,26,FROZEN FOODS,33.905,0
9549,1/6/2013,27,FROZEN FOODS,71.709,0
9582,1/6/2013,28,FROZEN FOODS,24.234,0
9615,1/6/2013,29,FROZEN FOODS,0,0
9648,1/6/2013,3,FROZEN FOODS,435,0
9681,1/6/2013,30,FROZEN FOODS,2,0
9714,1/6/2013,31,FROZEN FOODS,2,0
9747,1/6/2013,32,FROZEN FOODS,15.8220005,0
9780,1/6/2013,33,FROZEN FOODS,34.495,0
9813,1/6/2013,34,FROZEN FOODS,15.434999,0
9846,1/6/2013,35,FROZEN FOODS,3,0
9879,1/6/2013,36,FROZEN FOODS,0,0
9912,1/6/2013,37,FROZEN FOODS,162.405,0
9945,1/6/2013,38,FROZEN FOODS,165.739,0
9978,1/6/2013,39,FROZEN FOODS,45.891,0
10011,1/6/2013,4,FROZEN FOODS,159.761,0
10044,1/6/2013,40,FROZEN FOODS,9.1970005,0
10077,1/6/2013,41,FROZEN FOODS,83.827,0
10110,1/6/2013,42,FROZEN FOODS,0,0
10143,1/6/2013,43,FROZEN FOODS,9,0
10176,1/6/2013,44,FROZEN FOODS,688.754,0
10209,1/6/2013,45,FROZEN FOODS,504.37,0
10242,1/6/2013,46,FROZEN FOODS,536.707,0
10275,1/6/2013,47,FROZEN FOODS,502.179,0
10308,1/6/2013,48,FROZEN FOODS,356.97202,0
10341,1/6/2013,49,FROZEN FOODS,309,0
10374,1/6/2013,5,FROZEN FOODS,139.702,0
10407,1/6/2013,50,FROZEN FOODS,164,0
10440,1/6/2013,51,FROZEN FOODS,200.13899,0
10473,1/6/2013,52,FROZEN FOODS,0,0
10506,1/6/2013,53,FROZEN FOODS,0,0
10539,1/6/2013,54,FROZEN FOODS,5,0
10572,1/6/2013,6,FROZEN FOODS,270.098,0
10605,1/6/2013,7,FROZEN FOODS,136,0
10638,1/6/2013,8,FROZEN FOODS,213.232,0
10671,1/6/2013,9,FROZEN FOODS,105.998,0
10704,1/7/2013,1,FROZEN FOODS,95,0
10737,1/7/2013,10,FROZEN FOODS,15.741,0
10770,1/7/2013,11,FROZEN FOODS,43.366,0
10803,1/7/2013,12,FROZEN FOODS,19,0
10836,1/7/2013,13,FROZEN FOODS,15.459,0
10869,1/7/2013,14,FROZEN FOODS,24.675,0
10902,1/7/2013,15,FROZEN FOODS,29.209,0
10935,1/7/2013,16,FROZEN FOODS,11.227,0
10968,1/7/2013,17,FROZEN FOODS,43,0
11001,1/7/2013,18,FROZEN FOODS,40,0
11034,1/7/2013,19,FROZEN FOODS,11,0
11067,1/7/2013,2,FROZEN FOODS,79,0
11100,1/7/2013,20,FROZEN FOODS,0,0
11133,1/7/2013,21,FROZEN FOODS,0,0
11166,1/7/2013,22,FROZEN FOODS,0,0
11199,1/7/2013,23,FROZEN FOODS,57.73,0
11232,1/7/2013,24,FROZEN FOODS,97.879,0
11265,1/7/2013,25,FROZEN FOODS,17,0
11298,1/7/2013,26,FROZEN FOODS,26.423,0
11331,1/7/2013,27,FROZEN FOODS,41,0
11364,1/7/2013,28,FROZEN FOODS,53.002,0
11397,1/7/2013,29,FROZEN FOODS,0,0
11430,1/7/2013,3,FROZEN FOODS,274.562,0
11463,1/7/2013,30,FROZEN FOODS,20.246,0
11496,1/7/2013,31,FROZEN FOODS,12.37,0
11529,1/7/2013,32,FROZEN FOODS,3,0
11562,1/7/2013,33,FROZEN FOODS,22.587,0
11595,1/7/2013,34,FROZEN FOODS,36.805,0
11628,1/7/2013,35,FROZEN FOODS,6,0
11661,1/7/2013,36,FROZEN FOODS,0,0
11694,1/7/2013,37,FROZEN FOODS,151.468,0
11727,1/7/2013,38,FROZEN FOODS,122,0
11760,1/7/2013,39,FROZEN FOODS,21,0
11793,1/7/2013,4,FROZEN FOODS,60.785,0
11826,1/7/2013,40,FROZEN FOODS,1,0
11859,1/7/2013,41,FROZEN FOODS,58.304,0
11892,1/7/2013,42,FROZEN FOODS,0,0
11925,1/7/2013,43,FROZEN FOODS,14,0
11958,1/7/2013,44,FROZEN FOODS,328.65,0
11991,1/7/2013,45,FROZEN FOODS,343.08,0
12024,1/7/2013,46,FROZEN FOODS,244.851,0
12057,1/7/2013,47,FROZEN FOODS,204.693,0
12090,1/7/2013,48,FROZEN FOODS,193.157,0
12123,1/7/2013,49,FROZEN FOODS,183,0
12156,1/7/2013,5,FROZEN FOODS,121.755,0
12189,1/7/2013,50,FROZEN FOODS,88,0
12222,1/7/2013,51,FROZEN FOODS,184.253,0
12255,1/7/2013,52,FROZEN FOODS,0,0
12288,1/7/2013,53,FROZEN FOODS,0,0
12321,1/7/2013,54,FROZEN FOODS,1,0
12354,1/7/2013,6,FROZEN FOODS,106.179,0
12387,1/7/2013,7,FROZEN FOODS,159.911,0
12420,1/7/2013,8,FROZEN FOODS,126.255,0
12453,1/7/2013,9,FROZEN FOODS,15,0
12486,1/8/2013,1,FROZEN FOODS,84,0
12519,1/8/2013,10,FROZEN FOODS,12.5,0
12552,1/8/2013,11,FROZEN FOODS,36.075,0
12585,1/8/2013,12,FROZEN FOODS,26,0
12618,1/8/2013,13,FROZEN FOODS,16.85,0
12651,1/8/2013,14,FROZEN FOODS,22,0
12684,1/8/2013,15,FROZEN FOODS,16,0
12717,1/8/2013,16,FROZEN FOODS,12,0
12750,1/8/2013,17,FROZEN FOODS,24,0
12783,1/8/2013,18,FROZEN FOODS,37,0
12816,1/8/2013,19,FROZEN FOODS,20,0
12849,1/8/2013,2,FROZEN FOODS,77,0
12882,1/8/2013,20,FROZEN FOODS,0,0
12915,1/8/2013,21,FROZEN FOODS,0,0
12948,1/8/2013,22,FROZEN FOODS,0,0
12981,1/8/2013,23,FROZEN FOODS,65.899,0
13014,1/8/2013,24,FROZEN FOODS,108.869995,0
13047,1/8/2013,25,FROZEN FOODS,71.876,0
13080,1/8/2013,26,FROZEN FOODS,17.328,0
13113,1/8/2013,27,FROZEN FOODS,35,0
13146,1/8/2013,28,FROZEN FOODS,48.552,0
13179,1/8/2013,29,FROZEN FOODS,0,0
13212,1/8/2013,3,FROZEN FOODS,206.784,0
13245,1/8/2013,30,FROZEN FOODS,12,0
13278,1/8/2013,31,FROZEN FOODS,1,0
13311,1/8/2013,32,FROZEN FOODS,7,0
13344,1/8/2013,33,FROZEN FOODS,30.15,0
13377,1/8/2013,34,FROZEN FOODS,13.358,0
13410,1/8/2013,35,FROZEN FOODS,11.152,0
13443,1/8/2013,36,FROZEN FOODS,0,0
13476,1/8/2013,37,FROZEN FOODS,116.973,0
13509,1/8/2013,38,FROZEN FOODS,99.57,0
13542,1/8/2013,39,FROZEN FOODS,39.27,0
13575,1/8/2013,4,FROZEN FOODS,54.465,0
13608,1/8/2013,40,FROZEN FOODS,14.604,0
13641,1/8/2013,41,FROZEN FOODS,95.35,0
13674,1/8/2013,42,FROZEN FOODS,0,0
13707,1/8/2013,43,FROZEN FOODS,16.359001,0
13740,1/8/2013,44,FROZEN FOODS,374.66,0
13773,1/8/2013,45,FROZEN FOODS,282.76,0
13806,1/8/2013,46,FROZEN FOODS,156.44,0
13839,1/8/2013,47,FROZEN FOODS,190,0
13872,1/8/2013,48,FROZEN FOODS,151.281,0
13905,1/8/2013,49,FROZEN FOODS,132.789,0
13938,1/8/2013,5,FROZEN FOODS,80.059,0
13971,1/8/2013,50,FROZEN FOODS,128.886,0
14004,1/8/2013,51,FROZEN FOODS,136.879,0
14037,1/8/2013,52,FROZEN FOODS,0,0
14070,1/8/2013,53,FROZEN FOODS,0,0
14103,1/8/2013,54,FROZEN FOODS,2,0
14136,1/8/2013,6,FROZEN FOODS,100,0
14169,1/8/2013,7,FROZEN FOODS,130.573,0
14202,1/8/2013,8,FROZEN FOODS,126.284,0
14235,1/8/2013,9,FROZEN FOODS,43.15,0
14268,1/9/2013,1,FROZEN FOODS,86,0
14301,1/9/2013,10,FROZEN FOODS,17.529999,0
14334,1/9/2013,11,FROZEN FOODS,16,0
14367,1/9/2013,12,FROZEN FOODS,7,0
14400,1/9/2013,13,FROZEN FOODS,23.916,0
14433,1/9/2013,14,FROZEN FOODS,15,0
14466,1/9/2013,15,FROZEN FOODS,7,0
14499,1/9/2013,16,FROZEN FOODS,12,0
14532,1/9/2013,17,FROZEN FOODS,34,0
14565,1/9/2013,18,FROZEN FOODS,35,0
14598,1/9/2013,19,FROZEN FOODS,13,0
14631,1/9/2013,2,FROZEN FOODS,63,0
14664,1/9/2013,20,FROZEN FOODS,0,0
14697,1/9/2013,21,FROZEN FOODS,0,0
14730,1/9/2013,22,FROZEN FOODS,0,0
14763,1/9/2013,23,FROZEN FOODS,57.914,0
14796,1/9/2013,24,FROZEN FOODS,101.895004,0
14829,1/9/2013,25,FROZEN FOODS,34.885002,0
14862,1/9/2013,26,FROZEN FOODS,16,0
14895,1/9/2013,27,FROZEN FOODS,29,0
14928,1/9/2013,28,FROZEN FOODS,1,0
14961,1/9/2013,29,FROZEN FOODS,0,0
14994,1/9/2013,3,FROZEN FOODS,200,0
15027,1/9/2013,30,FROZEN FOODS,18,0
15060,1/9/2013,31,FROZEN FOODS,8.961,0
15093,1/9/2013,32,FROZEN FOODS,0,0
15126,1/9/2013,33,FROZEN FOODS,47.55,0
15159,1/9/2013,34,FROZEN FOODS,24.53,0
15192,1/9/2013,35,FROZEN FOODS,6,0
15225,1/9/2013,36,FROZEN FOODS,0,0
15258,1/9/2013,37,FROZEN FOODS,154.698,0
15291,1/9/2013,38,FROZEN FOODS,139.275,0
15324,1/9/2013,39,FROZEN FOODS,26.945,0
15357,1/9/2013,4,FROZEN FOODS,81.375,0
15390,1/9/2013,40,FROZEN FOODS,9,0
15423,1/9/2013,41,FROZEN FOODS,40.926,0
15456,1/9/2013,42,FROZEN FOODS,0,0
15489,1/9/2013,43,FROZEN FOODS,19.409,0
15522,1/9/2013,44,FROZEN FOODS,347.761,0
15555,1/9/2013,45,FROZEN FOODS,319.41602,0
15588,1/9/2013,46,FROZEN FOODS,228.532,0
15621,1/9/2013,47,FROZEN FOODS,272.697,0
15654,1/9/2013,48,FROZEN FOODS,149.007,0
15687,1/9/2013,49,FROZEN FOODS,164,0
15720,1/9/2013,5,FROZEN FOODS,76,0
15753,1/9/2013,50,FROZEN FOODS,108,0
15786,1/9/2013,51,FROZEN FOODS,192.768,0
15819,1/9/2013,52,FROZEN FOODS,0,0
15852,1/9/2013,53,FROZEN FOODS,0,0
15885,1/9/2013,54,FROZEN FOODS,6,0
15918,1/9/2013,6,FROZEN FOODS,149.795,0
15951,1/9/2013,7,FROZEN FOODS,148.844,0
15984,1/9/2013,8,FROZEN FOODS,163.42,0
16017,1/9/2013,9,FROZEN FOODS,16.555,0
16050,1/10/2013,1,FROZEN FOODS,61,0
16083,1/10/2013,10,FROZEN FOODS,4,0
16116,1/10/2013,11,FROZEN FOODS,28,0
16149,1/10/2013,12,FROZEN FOODS,8,0
16182,1/10/2013,13,FROZEN FOODS,19.261,0
16215,1/10/2013,14,FROZEN FOODS,14,0
16248,1/10/2013,15,FROZEN FOODS,25.494999,0
16281,1/10/2013,16,FROZEN FOODS,14,0
16314,1/10/2013,17,FROZEN FOODS,27,0
16347,1/10/2013,18,FROZEN FOODS,42,0
16380,1/10/2013,19,FROZEN FOODS,13,0
16413,1/10/2013,2,FROZEN FOODS,47.632,0
16446,1/10/2013,20,FROZEN FOODS,0,0
16479,1/10/2013,21,FROZEN FOODS,0,0
16512,1/10/2013,22,FROZEN FOODS,0,0
16545,1/10/2013,23,FROZEN FOODS,53.73,0
16578,1/10/2013,24,FROZEN FOODS,89.54,0
16611,1/10/2013,25,FROZEN FOODS,23.744999,0
16644,1/10/2013,26,FROZEN FOODS,53.503,0
16677,1/10/2013,27,FROZEN FOODS,48.404,0
16710,1/10/2013,28,FROZEN FOODS,7,0
16743,1/10/2013,29,FROZEN FOODS,0,0
16776,1/10/2013,3,FROZEN FOODS,183.963,0
16809,1/10/2013,30,FROZEN FOODS,8,0
16842,1/10/2013,31,FROZEN FOODS,9.309,0
16875,1/10/2013,32,FROZEN FOODS,3,0
16908,1/10/2013,33,FROZEN FOODS,35.849,0
16941,1/10/2013,34,FROZEN FOODS,29.341,0
16974,1/10/2013,35,FROZEN FOODS,8,0
17007,1/10/2013,36,FROZEN FOODS,0,0
